id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
503	/m/0sxcf1j		Louise Leuzinger	Q63119310	https://www.wikidata.org/wiki/Q63119310	Louise Leuzinger	Daughter of the drawing teacher Johannes L. (1789-1855)					1832-09-23T00:00:00Z	1893-12-09T00:00:00Z				
505	/m/0sxcfgl		Heinrich Meyer	Q59943827	https://www.wikidata.org/wiki/Q59943827	Heinrich Meyer	born 1802; died 1871				117559180	1802-01-01T00:00:00Z	1871-01-01T00:00:00Z				
507	/m/0sxcggm		Wilhelm Schmidlin	Q63108457	https://www.wikidata.org/wiki/Q63108457	Wilhelm Schmidlin	Wilhelm Schmidlin was a Swiss teacher, politician and economist					1810-06-24T00:00:00Z	1872-01-11T00:00:00Z				
508	/m/0sxch0q		Julius Schneider	Q62130465	https://www.wikidata.org/wiki/Q62130465	Julius Schneider	Julius Schneider (1819-1883) was a Swiss official and poet.					1819-10-19T00:00:00Z	1883-06-25T00:00:00Z				
509	/m/0sxcj5t		Emilie Stadler	Q63119312	https://www.wikidata.org/wiki/Q63119312	Emilie Stadler	The second oldest daughter of the Zurich architect Hans Konrad Stadler-Vogel was the sister of Julius Stadler, a friend of the Basel art historian Jacob Burckhardt.					1822-09-02T00:00:00Z	1862-04-04T00:00:00Z				
513	/m/0sxcl1p		Johann Ulrich Zehnder	Q2226220	https://www.wikidata.org/wiki/Q2226220	Johann Ulrich Zehnder	politician			7329	116969024	1798-01-01T00:00:00Z	1877-01-01T00:00:00Z				
514	/m/0sxcm1p		Johann Jakob Hottinger	Q1694884	https://www.wikidata.org/wiki/Q1694884	Johann Jakob Hottinger	Swiss author	Schweizer Philologe, Übersetzer und Schriftsteller	https://upload.wikimedia.org/wikipedia/commons/e/ed/Johann_Jakob_Hottinger.jpg	11960	11701348X	1750-02-02T00:00:00Z	1819-02-04T00:00:00Z	Hausen am Albis	47.244722222222,8.5344444444444	Zürich	47.378611111111,8.54
515	/m/0sxcm9n		Ludwig Adam Kelterborn	Q23653637	https://www.wikidata.org/wiki/Q23653637	Ludwig Adam Kelterborn					122517504	1811-02-15T00:00:00Z	1878-06-06T00:00:00Z	Hanover	52.374444444444,9.7386111111111	Basel	47.550555555556,7.5911111111111
517	/m/0sxcms3		Wilhelm Baumgartner	Q62130329	https://www.wikidata.org/wiki/Q62130329	Wilhelm Baumgartner	Wilhelm Baumgartner (born November 15, 1820 in Rorschach, † March 17, 1867 in Zurich) was a Swiss choral conductor, pianist and composer of piano pieces, art songs and choral works.										
519	/m/0sxcn9d		Hieronymus Bischoff	Q61993490	https://www.wikidata.org/wiki/Q61993490	Hieronymus Bischoff	Banker			29907	1080377247	1795-01-01T00:00:00Z	1870-01-01T00:00:00Z				
520	/m/0sxfxmp		Johann Ludwig Burckhardt	Q39691	https://www.wikidata.org/wiki/Q39691	Johann Ludwig Burckhardt	Swiss traveller and writer	Schweizer Orientreisender	https://upload.wikimedia.org/wikipedia/commons/8/82/Bildnis_Johann_Ludwig_Burckhardt_HMB_1947-221.jpg	17075	118702203	1784-11-24T00:00:00Z	1817-10-15T00:00:00Z	Lausanne	46.533333333333,6.6333333333333	Cairo	30.056111111111,31.239444444444
521	/m/0sxfy3l		Lutz-Wilhelm Burckhardt	Q6706012	https://www.wikidata.org/wiki/Q6706012	Lutz-Wilhelm Burckhardt	German fighter ace and Knight's Cross recipient					1919-02-05T00:00:00Z	1993-01-02T00:00:00Z	Bremen	53.076944444444,8.8088888888889	Bollschweil	47.920555555556,7.7891666666667
524	/m/0sxg0sm		Giuseppe Dalla Vedova	Q3770399	https://www.wikidata.org/wiki/Q3770399	Giuseppe Dalla Vedova	Italian geographer		https://upload.wikimedia.org/wikipedia/commons/9/99/GiuseppeDallaVedova.jpg			1834-01-29T00:00:00Z	1919-09-21T00:00:00Z	Padua	45.406388888889,11.877777777778	Rome	41.893055555556,12.482777777778
527	/m/0sxg7vh		Wilhelm Ludwig Imhoff	Q55679575	https://www.wikidata.org/wiki/Q55679575	Wilhelm Ludwig Imhoff					1016657382	1838-09-01T00:00:00Z	1904-09-23T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
528	/m/0sxg852		Eduard Kaiser	Q29181165	https://www.wikidata.org/wiki/Q29181165	Eduard Kaiser					118559419	1813-01-19T00:00:00Z	1903-06-16T00:00:00Z				
530	/m/0sxg9xp		Alfred Merian	Q61993491	https://www.wikidata.org/wiki/Q61993491	Alfred Merian	married to Thurneysen, Bertha (1842-1889).				1017993254	1834-01-01T00:00:00Z	1916-01-01T00:00:00Z				
531	/m/0sxgc9r		Adolphe Morlot	Q9017234	https://www.wikidata.org/wiki/Q9017234	Adolphe Morlot	Swiss geologist			28888	116929626	1820-03-22T00:00:00Z	1867-02-10T00:00:00Z	Naples	40.833333333333,14.25	Bern	46.94798,7.44743
538	/m/0sxghpx		Carl Vischer	Q63119314	https://www.wikidata.org/wiki/Q63119314	Carl Vischer	Merchant and scholar.					1818-05-05T00:00:00Z	1895-04-07T00:00:00Z				
546	/m/0sxgmnb		Maria Alioth-Falkner	Q61993492	https://www.wikidata.org/wiki/Q61993492	Maria Alioth-Falkner					1020596538	1821-01-01T00:00:00Z	1889-01-01T00:00:00Z				
547	/m/0sxgs45		Martin Birmann	Q122793	https://www.wikidata.org/wiki/Q122793	Martin Birmann	Swiss politician	Schweizer Pfarrer, erster Armeninspektor des Kantons Basel-Landschaft	https://upload.wikimedia.org/wikipedia/commons/d/d0/Martin_Birmann.jpg	3818	119038250	1828-11-26T00:00:00Z	1890-08-19T00:00:00Z	Rünenberg	47.433055555556,7.8833333333333	Liestal	47.483888888889,7.735
															47.43195,7.88038		
548	/m/0sxgtw0		Christoph Friedrich Cherbuin	Q63120241	https://www.wikidata.org/wiki/Q63120241	Christoph Friedrich Cherbuin	From 1837 to 1847 as a pastor in Langenbruck in the Basellandschaft, was then appointed as a teacher at the Basel Daughters School founded in 1813 and worked here until 1887, from 1862 on as rector.					1813-07-01T00:00:00Z	1895-09-14T00:00:00Z				
551	/m/0sxgwc5		Ludvig Fischer	Q122537	https://www.wikidata.org/wiki/Q122537	Ludvig Fischer	Swiss botanist	Schweizer Botaniker	https://upload.wikimedia.org/wikipedia/commons/c/c1/LudwigFischerBotanist.jpg	28820	116559306	1828-01-31T00:00:00Z	1907-05-21T00:00:00Z	Bern	46.94798,7.44743	Bern	46.94798,7.44743
552	/m/0sxgww8		Hans Frey	Q62130467	https://www.wikidata.org/wiki/Q62130467	Hans Frey	Hans Frey was a Swiss historian, philologist and teacher. The eldest son of J. H. Frey-Freivogel.					1828-01-31T00:00:00Z	1915-02-11T00:00:00Z				
555	/m/0sxh0z3		Johann Friedrich Keller	Q61993493	https://www.wikidata.org/wiki/Q61993493	Johann Friedrich Keller	Johann Friedrich Keller was a proofreader and son of the pastor Johann Heinrich Keller				108178976X	1687-01-01T00:00:00Z					
557	/m/0sxh1bz		August von Miaskowski	Q765143	https://www.wikidata.org/wiki/Q765143	August von Miaskowski	German economist				14006978X	1838-02-07T00:00:00Z	1899-11-22T00:00:00Z	Pärnu	58.384444444444,24.498888888889	Leipzig	51.333333333333,12.383333333333
558	/m/0sxh2t_		Theodor Opitz	Q2418066	https://www.wikidata.org/wiki/Q2418066	Theodor Opitz	German author and translator			47796	11713547X	1820-11-22T00:00:00Z	1896-11-28T00:00:00Z	Książ	50.84219444,16.29244444	Liestal	47.483888888889,7.735
559	/m/0sxh3c5		Nathanael Plüss	Q61993494	https://www.wikidata.org/wiki/Q61993494	Nathanael Plüss					140134948						
561	/m/0sxh4_b		Benedikt Rudolf Ryhiner	Q63119319	https://www.wikidata.org/wiki/Q63119319	Benedikt Rudolf Ryhiner	As the son of Johann Rudolf Ryhiner and Anna Pauline Streckeisen he inherited a farm in Oberhofen on Lake Thun, emigrated after his personal bankruptcy in the United States					1822-05-02T00:00:00Z	1892-01-01T00:00:00Z				
562	/m/0sxh530		Arnold von Salis	Q19278406	https://www.wikidata.org/wiki/Q19278406	Arnold von Salis	Swiss theologian			46229	124767702	1847-12-21T00:00:00Z	1923-03-06T00:00:00Z	Stampa	46.333055555556,9.5830555555556	Basel	47.550555555556,7.5911111111111
563	/m/0sxh76l		Anna Stadler	Q61993495	https://www.wikidata.org/wiki/Q61993495	Anna Stadler	Member of the Legion of Honor for Assistance to Deportees and Prisoners of War				118616560	1897-01-01T00:00:00Z	1970-01-01T00:00:00Z				
566	/m/0sxh8ds		Conrad Varrentrapp	Q6222722	https://www.wikidata.org/wiki/Q6222722	Conrad Varrentrapp					117350699	1844-08-17T00:00:00Z	1911-04-28T00:00:00Z	Brunswick	52.269166666667,10.521111111111	Marburg	50.816666666667,8.7666666666667
567	/m/0sxhbqv		Carl Burckhardt	Q55670182	https://www.wikidata.org/wiki/Q55670182	Carl Burckhardt				7163	120651939	1795-01-01T00:00:00Z	1850-01-01T00:00:00Z	Basel	47.550555555556,7.5911111111111		
573	/m/0t4zq8z		Adolf Adam	Q100938	https://www.wikidata.org/wiki/Q100938	Adolf Adam	German theologian				120540444	1912-03-19T00:00:00Z	2005-01-01T00:00:00Z	Dietesheim	50.1231,8.855	Finthen	49.9861,8.175
574	/m/0t4zs3l		Jules J. Baudry	Q63119320	https://www.wikidata.org/wiki/Q63119320	Jules J. Baudry	Associated with the publishing house Gide in 1840 and supervised an extensive program of luxury publications. He built the new Librairie Polytechnique as a private company.				155550500	1814-09-04T00:00:00Z	1898-04-11T00:00:00Z				
575	/m/0t4zsbk		Bernhard Georg Orion	Q63119321	https://www.wikidata.org/wiki/Q63119321	Bernhard Georg Orion	Prosecutor in Chur, was a member of the Grand Council and came in 1863 in the cantonal Education Council.					1820-12-24T00:00:00Z	1871-09-14T00:00:00Z				
576	/m/0t4zsld		Julie Hagenbach-Berri	Q61993496	https://www.wikidata.org/wiki/Q61993496	Julie Hagenbach-Berri	Wife of Friedrich Hagenbach-Berri, Prof. at the University of Basel				105363739X	1843-02-04T00:00:00Z	1927-01-07T00:00:00Z				
577	/m/0t4zy3z		Carl Burckhardt	Q62130469	https://www.wikidata.org/wiki/Q62130469	Carl Burckhardt	Carl Burckhardt-Burckhardt was a Swiss lawyer and politician. The only son of a wealthy Basel band manufacturer began his legal studies in Basel, where he attended Jacob Burckhardt's lectures.					1831-12-05T00:00:00Z	1901-07-07T00:00:00Z				
579	/m/0t4_02m		Henri Lang	Q3131417	https://www.wikidata.org/wiki/Q3131417	Henri Lang	French engineer				1027544770	1895-06-13T00:00:00Z	1942-05-21T00:00:00Z	Rambervillers	48.345833333333,6.6347222222222	Auschwitz concentration camp	50.035833,19.178333
																	50.0262,19.2041
581	/m/0t4_349		Daniel Oeri	Q63119322	https://www.wikidata.org/wiki/Q63119322	Daniel Oeri	Swiss businessman. The younger brother of Jacob Burckhardt's brother-in-law, Johann Jakob Oeri					1818-05-07T00:00:00Z	1889-09-05T00:00:00Z				
586	/m/0t4_l8l		Albert Burckhardt	Q2637721	https://www.wikidata.org/wiki/Q2637721	Albert Burckhardt	Swiss politician and historian			5951	117161152	1854-11-18T00:00:00Z	1911-08-02T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
589	/m/0t4_qgf		Francesco Fabi Altini	Q55227292	https://www.wikidata.org/wiki/Q55227292	Francesco Fabi Altini						1830-09-15T00:00:00Z	1906-02-27T00:00:00Z	Fabriano	43.338561111111,12.908519444444	San Mariano	43.08527778,12.30416667
590	/m/0t4_rg7		Marie Fininger-Eglin	Q61993497	https://www.wikidata.org/wiki/Q61993497	Marie Fininger-Eglin					1016185170	1828-11-28T00:00:00Z	1898-04-11T00:00:00Z				
592	/m/0t4_ts8		Arnold Jonelli	Q63119323	https://www.wikidata.org/wiki/Q63119323	Arnold Jonelli	Swiss theologian and journalist.					1835-05-10T00:00:00Z	1894-05-04T00:00:00Z				
593	/m/0t4_wkw		Karl Meyer	Q23061758	https://www.wikidata.org/wiki/Q23061758	Karl Meyer					121908755	1862-08-09T00:00:00Z	1937-01-28T00:00:00Z	Ansbach	49.3,10.583333333333	Bad Tölz	47.760277777778,11.556666666667
597	/m/0t4_zhf		Louis-Pierre Nicole	Q63119324	https://www.wikidata.org/wiki/Q63119324	Louis-Pierre Nicole	French emigré in Lausanne. Owner of a small hotel.					1827-11-27T00:00:00Z					
598	/m/0t4_zph		Johannes de Pay	Q2438040	https://www.wikidata.org/wiki/Q2438040	Johannes de Pay	German architect				1012292916	1844-11-01T00:00:00Z	1899-05-19T00:00:00Z	Bad Cannstatt	48.8056,9.2141	Sigmaringen	48.086666666667,9.2163888888889
599	/m/0t4_zwq		Rudolf Redtenbacher	Q55134250	https://www.wikidata.org/wiki/Q55134250	Rudolf Redtenbacher					116389621	1840-01-01T00:00:00Z	1885-01-01T00:00:00Z				
600	/m/0t4__7r		Heinrich Reese	Q1465463	https://www.wikidata.org/wiki/Q1465463	Heinrich Reese	German architect and politician			5950	101994501X	1843-10-07T00:00:00Z	1919-04-26T00:00:00Z	Kiel	54.323333333333,10.139444444444	Basel	47.550555555556,7.5911111111111
602	/m/0t4__pw		Gubert Dietegen von Salis	Q63119325	https://www.wikidata.org/wiki/Q63119325	Gubert Dietegen von Salis	Swiss officer.					1822-11-23T00:00:00Z	1884-04-07T00:00:00Z				
606	/m/0t50cwr		Johanna Wilhelmine Veillon-Burckhardt	Q63119327	https://www.wikidata.org/wiki/Q63119327	Johanna Wilhelmine Veillon-Burckhardt	Youngest half sister of the Swiss art historian Jacob Burckhardt, since 1861 wife of the industrialist Auguste Veillon (1833-1898).					1834-08-13T00:00:00Z	1909-11-15T00:00:00Z				
608	/m/0t5b6gs		Johann Jakob Bachofen	Q123861	https://www.wikidata.org/wiki/Q123861	Johann Jakob Bachofen	Swiss legal and classical scholar	Schweizer Jurist und Altertumsforscher	https://upload.wikimedia.org/wikipedia/commons/f/fc/Johann_Jakob_Bachofen_by_Jenny_Burckhardt.jpg	11480	118505645	1815-12-22T00:00:00Z	1887-11-25T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
612	/m/0t5bj79		Eduard Burckhardt	Q61993498	https://www.wikidata.org/wiki/Q61993498	Eduard Burckhardt	Swiss merchant				1021173738	1843-07-14T00:00:00Z	1914-04-25T00:00:00Z				
613	/m/0t5bjnb		Johann Ludwig Burckhardt	Q39691	https://www.wikidata.org/wiki/Q39691	Johann Ludwig Burckhardt	Swiss traveller and writer	Schweizer Orientreisender	https://upload.wikimedia.org/wikipedia/commons/8/82/Bildnis_Johann_Ludwig_Burckhardt_HMB_1947-221.jpg	17075	118702203	1784-11-24T00:00:00Z	1817-10-15T00:00:00Z	Lausanne	46.533333333333,6.6333333333333	Cairo	30.056111111111,31.239444444444
614	/m/0t5bk34		Johann Ludwig Burckhardt	Q39691	https://www.wikidata.org/wiki/Q39691	Johann Ludwig Burckhardt	Swiss traveller and writer	Schweizer Orientreisender	https://upload.wikimedia.org/wikipedia/commons/8/82/Bildnis_Johann_Ludwig_Burckhardt_HMB_1947-221.jpg	17075	118702203	1784-11-24T00:00:00Z	1817-10-15T00:00:00Z	Lausanne	46.533333333333,6.6333333333333	Cairo	30.056111111111,31.239444444444
615	/m/0t5bl5k		Andrea Busiri Vici	Q2846310	https://www.wikidata.org/wiki/Q2846310	Andrea Busiri Vici	Italian architect				135872553	1818-01-07T00:00:00Z	1911-11-12T00:00:00Z	Rome	41.893055555556,12.482777777778	Rome	41.893055555556,12.482777777778
617	/m/0t5bvdy		Sophie von Gonzenbach-Schönauer	Q63119328	https://www.wikidata.org/wiki/Q63119328	Sophie von Gonzenbach-Schönauer	The daughter of the judge Johann Heinrich Schönauer, married on March 22, 1839, the Swiss Federal Secretary August von Gonzenbach (1808-1887).					1817-03-16T00:00:00Z	1901-10-21T00:00:00Z	Basel	47.550555555556,7.5911111111111		
619	/m/0t5c470		Friederike Louise Adelheid Heimlicher-Brenner	Q63119330	https://www.wikidata.org/wiki/Q63119330	Friederike Louise Adelheid Heimlicher-Brenner						1824-02-14T00:00:00Z	1898-01-01T00:00:00Z				
621	/m/0t5c5nl		Johann Jacob Huber-Burckhardt	Q63119331	https://www.wikidata.org/wiki/Q63119331	Johann Jacob Huber-Burckhardt	Swiss businessman. In 1860 he married a daughter of Jacob Burckhardt's uncle Johannes Burckhardt.					1834-09-30T00:00:00Z	1904-09-24T00:00:00Z				
622	/m/0t5d2g_		Wilhelm Ohnesorge	Q55861922	https://www.wikidata.org/wiki/Q55861922	Wilhelm Ohnesorge		deutscher Historiker	https://upload.wikimedia.org/wikipedia/commons/9/92/HL_Damals_%E2%80%93_Wilhelm_Ohnesorge.jpg		11711233X	1855-07-31T00:00:00Z	1943-08-11T00:00:00Z	Görlitz	51.152777777778,14.987222222222	Lübeck	53.869722222222,10.686388888889
623	/m/0t5d4k0		Emma Oser-Paravicini	Q63119332	https://www.wikidata.org/wiki/Q63119332	Emma Oser-Paravicini	The youngest daughter of the Basel chamberlain Ludwig Friedrich Paravicini - Merian (1802-1867) married in 1867 the merchant Wilhelm Oser.					1847-02-20T00:00:00Z	1918-05-18T00:00:00Z				
624	/m/0t5d636		Gustav Edmund Pazaurek	Q6038612	https://www.wikidata.org/wiki/Q6038612	Gustav Edmund Pazaurek	German art historian and author				119394642	1865-05-21T00:00:00Z	1935-01-27T00:00:00Z	Prague	50.088611111111,14.421388888889	Altmannshofen	47.8872,10.0485
626	/m/0t5d7pt		Jakob Probst	Q62130470	https://www.wikidata.org/wiki/Q62130470	Jakob Probst	Jakob Probst was a Swiss theologian and pastor.					1848-11-08T00:00:00Z	1910-05-28T00:00:00Z				
629	/m/0t5dbjj		Carl Albert Rutishauser	Q63119333	https://www.wikidata.org/wiki/Q63119333	Carl Albert Rutishauser	Born in Lenzwil (Waldhof-Dünnershaus-Langrickenbach, Kt. Thurgau) as the son of a business agent. Married three times in 1878/1885/1896 and was divorced again each time. He died in Greisenasyl St. Katharinenthal near Diessenhofen					1851-01-03T00:00:00Z	1926-04-20T00:00:00Z	Langrickenbach	47.593611111111,9.2475		
															47.59461,9.24085		
633	/m/0t5dgdk		Rudolf Thommen	Q2173953	https://www.wikidata.org/wiki/Q2173953	Rudolf Thommen	Swiss regional historian			27117	117350575	1860-03-02T00:00:00Z	1950-10-14T00:00:00Z	Ptuj	46.418611111111,15.871388888889	Basel	47.550555555556,7.5911111111111
															46.42005,15.87018		
634	/m/0t5dgv6		Johann Paul Friedrich August von Ungern-Sternberg	Q55900160	https://www.wikidata.org/wiki/Q55900160	Johann Paul Friedrich August von Ungern-Sternberg					117309869	1817-01-01T00:00:00Z	1895-01-01T00:00:00Z				
635	/m/0t5dhkj		Sophie Vischer-Heußler	Q63119334	https://www.wikidata.org/wiki/Q63119334	Sophie Vischer-Heußler	Daughter of an industrial from Basel and wife (since 1859) of the Swiss historian Wilhelm Vischer.					1839-07-16T00:00:00Z	1915-12-30T00:00:00Z				
638	/m/0t5djp3		Friedrich Walser	Q1462721	https://www.wikidata.org/wiki/Q1462721	Friedrich Walser	Swiss architect					1841-01-30T00:00:00Z	1922-05-14T00:00:00Z	Reinach	47.493611111111,7.5908333333333	Basel	47.550555555556,7.5911111111111
															47.48333333,7.58333333		
															47.49748,7.59123		
639	/m/0t5dkf6		Jost Winteler	Q18021448	https://www.wikidata.org/wiki/Q18021448	Jost Winteler	Swiss linguist, teacher, ornithologist and poet, and Albert Einstein's housefather at Aarau	Schweizer Sprachwissenschafter, Lehrer, Ornithologe und Dichter sowie Albert Einsteins Hausvater in Aarau	https://upload.wikimedia.org/wikipedia/commons/8/87/Jost_Winteler_%281846%E2%80%931929%29_um_1880.jpg	12406	118769391	1846-11-21T00:00:00Z	1929-02-23T00:00:00Z	Filzbach	47.120277777778,9.1286111111111	Wattwil	47.299501,9.0856081
641	/m/0t5dlgd		Carl Bachofen	Q63119335	https://www.wikidata.org/wiki/Q63119335	Carl Bachofen	Swiss businessman. The younger brother of the famous myth researcher Johann Jakob Bachofen.					1817-02-09T00:00:00Z	1909-01-30T00:00:00Z				
642	/m/0t5dlyq		Louise Elisabeth Bachofen-Burckhardt	Q63119336	https://www.wikidata.org/wiki/Q63119336	Louise Elisabeth Bachofen-Burckhardt	Wife of the Swiss anthropologist and antiquarian Johann Jakob Bachofen.					1845-10-08T00:00:00Z	1920-02-21T00:00:00Z				
643	/m/0t5dmb3		Friedrich Adolf Ballié	Q63119338	https://www.wikidata.org/wiki/Q63119338	Friedrich Adolf Ballié	Swiss interior designer and manufacturer.					1853-10-03T00:00:00Z	1911-09-13T00:00:00Z				
644	/m/0t5dnc7		Carl Christoph Bernoulli	Q1037333	https://www.wikidata.org/wiki/Q1037333	Carl Christoph Bernoulli	Swiss librarian				116147067	1861-02-21T00:00:00Z	1923-01-20T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
645	/m/0t5dnzf		Marie Elisabeth Berri	Q63119340	https://www.wikidata.org/wiki/Q63119340	Marie Elisabeth Berri	Among the eleven children of the architect Melchior Berri she was the third youngest, single daughter. She died in Bolligen, Kt. Bern.					1841-08-22T00:00:00Z	1908-07-02T00:00:00Z	Basel	47.550555555556,7.5911111111111	Bolligen	46.976111111111,7.4986111111111
																	46.98316,7.51363
646	/m/0t5dpj2		Susanna Amalie Berri	Q63119341	https://www.wikidata.org/wiki/Q63119341	Susanna Amalie Berri	Swiss watercolour and porcelain painter, daughter of the architect Melchior Berri.					1833-03-18T00:00:00Z	1914-07-02T00:00:00Z				
649	/m/0t5drkm		Hedwig Brunner	Q61993499	https://www.wikidata.org/wiki/Q61993499	Hedwig Brunner					135565944	1903-08-12T00:00:00Z	1997-01-08T00:00:00Z				
650	/m/0t5dtw3		Hanna Wilhelmine Burckhardt-Stark	Q63119342	https://www.wikidata.org/wiki/Q63119342	Hanna Wilhelmine Burckhardt-Stark	Born in Königsberg as the youngest child of the merchant J. F. Stark and the Dorothea Luise Merz. In 1816, she took a job in Basel in the house of Johann Lukas Burckhardt.					1795-09-11T00:00:00Z	1846-08-06T00:00:00Z	Königsberg	54.716666666667,20.516666666667		
651	/m/0t5dzcv		Johann Rudolf Gemuseus	Q62130471	https://www.wikidata.org/wiki/Q62130471	Johann Rudolf Gemuseus	Johann Rudolf Gemuseus was a Swiss merchant.					1832-03-21T00:00:00Z	1912-09-19T00:00:00Z				
653	/m/0t5dyny		Alfred Favre	Q63119343	https://www.wikidata.org/wiki/Q63119343	Alfred Favre	Swiss designer and museum curator, he was among the founders of the Fine Arts Society Mulhouse.					1837-02-16T00:00:00Z	1927-02-24T00:00:00Z				
654	/m/0t5dyfd		Gotthold Eglinger	Q61993500	https://www.wikidata.org/wiki/Q61993500	Gotthold Eglinger	Singing teacher at the Basler Realgymnasium, head of the music school, original theologian.				116371854	1833-01-01T00:00:00Z	1900-01-01T00:00:00Z				
655	/m/0t5dvhs		Susanna Maria Burckhardt-Schorndorff	Q61993501	https://www.wikidata.org/wiki/Q61993501	Susanna Maria Burckhardt-Schorndorff					1049156552	1782-02-27T00:00:00Z	1830-03-17T00:00:00Z				
658	/m/0t5dx0b		Giulia Carcano-Fontana	Q63119344	https://www.wikidata.org/wiki/Q63119344	Giulia Carcano-Fontana	Since 1847 wife of her cousin Giulio Carcano (1812-1884)					1812-01-01T00:00:00Z	1884-01-01T00:00:00Z				
659	/m/0t5d_mp		Albert His	Q63119345	https://www.wikidata.org/wiki/Q63119345	Albert His	Swiss businessman.					1838-11-27T00:00:00Z	1935-05-29T00:00:00Z	Basel	47.550555555556,7.5911111111111		
660	/m/0t5f1ky		Rudolf Hotz	Q62130472	https://www.wikidata.org/wiki/Q62130472	Rudolf Hotz	Rudolf Hotz was a Swiss teacher.					1852-12-13T00:00:00Z	1917-02-13T00:00:00Z				
715	/m/0tk4rll		Hans Eduard Linder	Q63119346	https://www.wikidata.org/wiki/Q63119346	Hans Eduard Linder	Swiss architect, librarian and scholar of heraldry.					1876-12-01T00:00:00Z	1955-05-04T00:00:00Z				
716	/m/0tk4h1z		Emanuel La Roche	Q58324715	https://www.wikidata.org/wiki/Q58324715	Emanuel La Roche				7169	136311105	1771-06-03T00:00:00Z	1849-06-09T00:00:00Z				
												1771-01-01T00:00:00Z	1849-01-01T00:00:00Z				
717	/m/0tk4dy8		Julius Kollmann	Q91942	https://www.wikidata.org/wiki/Q91942	Julius Kollmann	German anthropologist	deutscher Zoologe, Anthropologe und Anatom	https://upload.wikimedia.org/wikipedia/commons/4/4e/Kollmann_Julius_b.jpg	14437	116329645	1834-02-24T00:00:00Z	1918-06-24T00:00:00Z	Holzheim	48.516666666667,10.533333333333	Basel	47.550555555556,7.5911111111111
733	/m/0w79mpp		Curzio Curti	Q61611451	https://www.wikidata.org/wiki/Q61611451	Curzio Curti				43029	1052173861	1847-01-01T00:00:00Z	1913-01-01T00:00:00Z				
739	/m/0w7blr_		Marie Rimpau	Q63119347	https://www.wikidata.org/wiki/Q63119347	Marie Rimpau	Marie Rimpau (-1885) was cousin and wife of the German art historian Wilhelm von Bode.										
742	/m/0w7btm8		Gian Giacomo Poldi Pezzoli	Q3762669	https://www.wikidata.org/wiki/Q3762669	Gian Giacomo Poldi Pezzoli			https://upload.wikimedia.org/wikipedia/commons/9/97/Giuseppe_Bertini_-_Portrait_of_Gian_Giacomo_Poldi_Pezzoli_-_Google_Art_Project.jpg		122987950	1822-07-27T00:00:00Z	1879-04-06T00:00:00Z	Milan	45.464161,9.190336	Milan	45.464161,9.190336
755	/m/0w7rv4w		Pietro dei Cerniti	Q63119350	https://www.wikidata.org/wiki/Q63119350	Pietro dei Cerniti	Italian jurist (d. 1338) and professor in Bologna.					1270-01-01T00:00:00Z	1338-01-01T00:00:00Z				
757	/m/0w7s70t		Antonio Cipollini	Q63119352	https://www.wikidata.org/wiki/Q63119352	Antonio Cipollini	Italian philologist, writer and librettist.Born in Monteleone Calabria on 15 February 1857 by Ferdinando and Natalina Scrugli.				115783423	1857-02-15T00:00:00Z	1920-01-01T00:00:00Z			Milan	45.464161,9.190336
758	/m/0w7sc3j		Franz Wilhelm Richter	Q62130336	https://www.wikidata.org/wiki/Q62130336	Franz Wilhelm Richter	"Franz Wilhelm Richter was a German philologist and teacher. Author of the study ""Sappho und Erinna nach ihrem Leben beschrieben und in ihren poëtischen Überresten übersetzt und erklärt"" (1833)."				116511249	1801-01-01T00:00:00Z	1875-01-01T00:00:00Z	Magdeburg	52.133333333333,11.616666666667		
759	/m/0w7sgky		Theodor Kock	Q2417870	https://www.wikidata.org/wiki/Q2417870	Theodor Kock	German classical philologist				101472447	1820-11-18T00:00:00Z	1901-06-04T00:00:00Z	Quedlinburg	51.791666666667,11.147222222222	Weimar	50.983333333333,11.316666666667
762	/m/0w7tp09		Gottlieb Trächsel	Q63119353	https://www.wikidata.org/wiki/Q63119353	Gottlieb Trächsel	Swiss art historian and philosopher. Professor at the University of Bern and former State Secretary of the Canton of Bern.				178407631			Thun	46.759,7.63		
764	/m/0w82v91		Kasimir Jecker	Q63119355	https://www.wikidata.org/wiki/Q63119355	Kasimir Jecker	Kasimir Jecker was a Swiss antique dealer. His shop's adress in Basel was Aeschengraben 27-31.										
779	/m/0y4bx10		Marie Joseph Rey	Q1707880	https://www.wikidata.org/wiki/Q1707880	Marie Joseph Rey	French politician				116457783	1899-09-10T00:00:00Z	1990-07-26T00:00:00Z	Colmar	48.081111111111,7.355	Colmar	48.081111111111,7.355
